NAME,SMILES
2-Aminopyridine,Nc1ccccn1
2-Amino-5-methylpyridine,Cc1ccc(N)nc1
2-Amino-4-methylpyridine,Cc1ccnc(N)c1
2-Aminopyrazine,Nc1cnccn1
2-Amino-3-methylpyridine,Cc1cccnc1N
2-Amino-5-bromopyridine,Nc1ccc(Br)cn1
3-Amino-1-2-4-triazole,Nc1nnc[nH]1
2-Aminoquinoline,Nc1ccc2ncccc2c1
